               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 164,            0.027143,            0.025568,            0.002389,             0.85069,              0.7429,             0.79149,             0.48368,            0.032426,            0.031515,           0.0060038,            0.004621,            0.004621,            0.004621
                 165,             0.02685,            0.025506,           0.0022872,             0.85228,             0.74411,             0.79101,             0.48492,            0.032399,            0.031423,           0.0060157,            0.004588,            0.004588,            0.004588
                 166,             0.02698,            0.025016,            0.002349,             0.85517,             0.74118,             0.79165,             0.48489,              0.0323,             0.03159,           0.0060306,            0.004555,            0.004555,            0.004555
                 167,              0.0268,            0.024495,           0.0023024,             0.85206,             0.74491,             0.79282,             0.48459,            0.032311,            0.031715,           0.0060425,            0.004522,            0.004522,            0.004522
                 168,            0.026745,            0.025115,           0.0022026,             0.85116,             0.74512,             0.79343,             0.48564,            0.032309,            0.031564,           0.0060321,            0.004489,            0.004489,            0.004489
                 169,            0.027273,            0.025723,           0.0022571,             0.85015,              0.7467,             0.79423,             0.48645,            0.032369,            0.031462,            0.006132,            0.004456,            0.004456,            0.004456
                 170,            0.026798,            0.024869,           0.0023352,             0.84767,             0.74999,             0.79477,             0.48647,            0.032407,            0.031491,            0.006329,            0.004423,            0.004423,            0.004423
                 171,            0.026782,            0.024582,           0.0022933,             0.85112,             0.74114,             0.79252,             0.48659,            0.032388,            0.031492,           0.0061975,             0.00439,             0.00439,             0.00439
                 172,             0.02664,            0.024784,           0.0023016,             0.86452,             0.73519,             0.79297,             0.48385,             0.03249,            0.031555,           0.0062395,            0.004357,            0.004357,            0.004357
                 173,            0.026838,            0.025328,           0.0023311,             0.85349,               0.743,             0.79178,              0.4832,            0.032393,            0.031485,            0.006099,            0.004324,            0.004324,            0.004324
                 174,            0.026597,            0.025026,           0.0022891,             0.84855,             0.74358,             0.79112,             0.48273,            0.032379,            0.031448,           0.0060811,            0.004291,            0.004291,            0.004291
                 175,            0.026597,            0.024479,           0.0022073,             0.84599,             0.74317,             0.79009,             0.48373,            0.032363,            0.031553,           0.0060146,            0.004258,            0.004258,            0.004258
                 176,            0.026366,            0.024978,            0.002219,             0.85481,             0.74101,             0.79275,             0.48574,             0.03231,            0.031571,           0.0059658,            0.004225,            0.004225,            0.004225
                 177,            0.026556,            0.024693,           0.0022161,             0.85438,             0.74437,             0.79474,             0.48692,            0.032267,            0.031712,           0.0059781,            0.004192,            0.004192,            0.004192
                 178,            0.026218,            0.024199,           0.0021909,             0.85327,             0.74535,             0.79579,             0.48742,            0.032212,            0.031549,           0.0059698,            0.004159,            0.004159,            0.004159
                 179,             0.02653,            0.025112,           0.0022548,             0.85583,             0.74245,             0.79334,             0.48703,             0.03227,            0.031594,           0.0060103,            0.004126,            0.004126,            0.004126
                 180,            0.026016,            0.024516,           0.0021627,             0.85166,             0.74694,             0.79506,             0.48755,            0.032308,            0.031571,           0.0060034,            0.004093,            0.004093,            0.004093
                 181,            0.026553,            0.024902,            0.002142,             0.85606,              0.7442,             0.79494,             0.48701,            0.032326,             0.03162,           0.0060203,             0.00406,             0.00406,             0.00406
                 182,            0.026262,            0.024675,           0.0022099,             0.85365,             0.74458,             0.79378,             0.48744,            0.032329,            0.031766,           0.0060164,            0.004027,            0.004027,            0.004027
                 183,            0.026424,            0.024662,           0.0022034,             0.84981,             0.74577,              0.7924,             0.48719,            0.032316,            0.031862,           0.0060185,            0.003994,            0.003994,            0.003994
                 184,            0.026549,            0.024288,           0.0021179,             0.85211,              0.7433,             0.79145,             0.48633,            0.032335,             0.03181,           0.0060094,            0.003961,            0.003961,            0.003961
                 185,            0.026132,             0.02444,           0.0021687,             0.85322,              0.7398,             0.79298,             0.48644,            0.032347,            0.031827,           0.0060424,            0.003928,            0.003928,            0.003928
                 186,            0.026262,            0.024367,            0.002179,             0.85449,             0.74069,             0.79243,             0.48641,            0.032331,            0.031894,           0.0061049,            0.003895,            0.003895,            0.003895
                 187,            0.025974,            0.024271,            0.002145,             0.85511,              0.7424,             0.79376,             0.48706,            0.032308,            0.031859,           0.0061885,            0.003862,            0.003862,            0.003862
                 188,            0.026168,            0.024404,            0.002119,             0.85081,               0.746,             0.79323,             0.48729,            0.032285,            0.031797,           0.0061667,            0.003829,            0.003829,            0.003829
                 189,            0.026285,            0.024723,           0.0021714,             0.85322,             0.74709,             0.79322,             0.48741,            0.032266,            0.031686,           0.0061708,            0.003796,            0.003796,            0.003796
                 190,            0.026162,            0.024878,           0.0021647,             0.85142,             0.74826,             0.79371,             0.48684,            0.032286,            0.031719,           0.0061743,            0.003763,            0.003763,            0.003763
                 191,             0.02581,            0.023652,           0.0020737,             0.84918,             0.74864,               0.795,             0.48672,            0.032284,            0.031732,            0.006185,             0.00373,             0.00373,             0.00373
                 192,            0.025713,            0.024621,           0.0021233,             0.85053,             0.74918,             0.79527,             0.48727,            0.032269,            0.031763,           0.0061869,            0.003697,            0.003697,            0.003697
                 193,            0.025905,            0.024516,           0.0020783,             0.84684,              0.7503,             0.79405,             0.48631,            0.032284,            0.031788,           0.0062328,            0.003664,            0.003664,            0.003664
                 194,            0.026204,            0.024947,           0.0020978,               0.848,             0.74401,             0.79315,             0.48649,            0.032258,            0.031786,           0.0063114,            0.003631,            0.003631,            0.003631
                 195,            0.025844,            0.024574,           0.0020734,             0.84572,             0.74542,              0.7923,             0.48628,            0.032288,            0.031737,           0.0063356,            0.003598,            0.003598,            0.003598
                 196,             0.02594,            0.023851,           0.0021286,              0.8432,              0.7465,             0.79068,             0.48607,            0.032266,            0.031728,           0.0063434,            0.003565,            0.003565,            0.003565
                 197,            0.025945,            0.024326,           0.0021628,             0.84353,             0.74644,             0.79156,             0.48656,            0.032281,            0.031855,            0.006389,            0.003532,            0.003532,            0.003532
                 198,            0.025812,            0.024404,           0.0020542,             0.84546,              0.7462,             0.79216,             0.48654,            0.032285,            0.031848,           0.0063974,            0.003499,            0.003499,            0.003499
                 199,            0.025624,            0.024142,           0.0020935,             0.84604,             0.74613,             0.79185,             0.48686,            0.032283,            0.031893,           0.0064245,            0.003466,            0.003466,            0.003466
                 200,            0.025925,            0.024133,           0.0021348,             0.85203,             0.74137,             0.79272,             0.48692,             0.03226,            0.032017,           0.0064338,            0.003433,            0.003433,            0.003433
                 201,            0.025631,            0.024121,           0.0021112,             0.85109,             0.73973,             0.79277,             0.48726,            0.032243,            0.032089,           0.0064185,              0.0034,              0.0034,              0.0034
                 202,            0.025782,            0.024666,           0.0020896,             0.85126,             0.74132,             0.79402,             0.48777,            0.032282,            0.032093,            0.006389,            0.003367,            0.003367,            0.003367
                 203,            0.025672,             0.02358,           0.0020921,             0.85147,             0.74156,             0.79265,             0.48735,            0.032294,            0.032146,            0.006355,            0.003334,            0.003334,            0.003334
                 204,             0.02551,            0.023314,           0.0020933,             0.85145,             0.74327,             0.79319,             0.48721,            0.032306,            0.032203,           0.0063351,            0.003301,            0.003301,            0.003301
                 205,            0.025527,            0.023911,           0.0020385,             0.85213,             0.74321,             0.79282,             0.48686,            0.032301,            0.032229,           0.0063564,            0.003268,            0.003268,            0.003268
                 206,            0.025515,            0.023722,           0.0020621,             0.84731,             0.74584,             0.79247,             0.48715,            0.032273,            0.032248,            0.006308,            0.003235,            0.003235,            0.003235
                 207,            0.025462,             0.02415,           0.0020235,             0.84579,             0.74747,             0.79171,             0.48669,            0.032282,            0.032254,           0.0063197,            0.003202,            0.003202,            0.003202
                 208,            0.025771,            0.024074,           0.0021415,             0.84696,               0.749,             0.79251,             0.48679,            0.032277,            0.032213,           0.0063332,            0.003169,            0.003169,            0.003169
                 209,            0.025371,            0.023476,           0.0019556,              0.8487,             0.74513,             0.79079,             0.48656,            0.032272,            0.032251,           0.0063452,            0.003136,            0.003136,            0.003136
                 210,            0.025688,            0.023552,           0.0021388,             0.85387,             0.74224,             0.79125,             0.48759,            0.032241,            0.032239,           0.0063519,            0.003103,            0.003103,            0.003103
                 211,            0.025282,            0.023416,           0.0021459,             0.85618,              0.7428,             0.79185,             0.48771,            0.032252,            0.032285,           0.0063277,             0.00307,             0.00307,             0.00307
                 212,            0.025463,            0.023791,           0.0019883,             0.85487,             0.74481,             0.79223,             0.48684,            0.032266,            0.032334,           0.0063223,            0.003037,            0.003037,            0.003037
                 213,            0.025213,            0.023122,           0.0020286,             0.85533,             0.74117,             0.79215,              0.4871,            0.032293,            0.032399,           0.0063386,            0.003004,            0.003004,            0.003004
                 214,            0.025155,            0.023745,           0.0020087,             0.85119,             0.74548,             0.79273,             0.48676,            0.032313,            0.032359,           0.0063159,            0.002971,            0.002971,            0.002971
                 215,            0.025286,            0.023756,           0.0020225,             0.85128,             0.74514,             0.79322,             0.48705,            0.032302,            0.032306,           0.0063445,            0.002938,            0.002938,            0.002938
                 216,            0.025358,            0.023524,           0.0019703,             0.85084,             0.74509,              0.7942,             0.48738,            0.032284,            0.032284,           0.0063584,            0.002905,            0.002905,            0.002905
                 217,             0.02501,            0.023566,           0.0019857,             0.84961,             0.74633,             0.79409,             0.48797,            0.032268,            0.032258,           0.0063656,            0.002872,            0.002872,            0.002872
                 218,            0.025233,            0.023754,           0.0020178,             0.84569,             0.74416,             0.79358,             0.48817,            0.032266,             0.03224,           0.0063611,            0.002839,            0.002839,            0.002839
                 219,            0.025422,            0.023955,           0.0020334,             0.84571,             0.74634,             0.79306,             0.48799,            0.032269,            0.032222,           0.0063709,            0.002806,            0.002806,            0.002806
                 220,            0.025094,            0.023895,           0.0020383,             0.84268,             0.74689,             0.79412,             0.48835,            0.032254,            0.032189,           0.0063396,            0.002773,            0.002773,            0.002773
                 221,            0.025016,            0.023129,           0.0020431,             0.84826,             0.74464,             0.79497,             0.48821,            0.032252,            0.032233,           0.0063613,             0.00274,             0.00274,             0.00274
                 222,            0.025258,            0.023378,           0.0020809,             0.85283,             0.74332,             0.79469,             0.48829,            0.032258,             0.03231,           0.0063788,            0.002707,            0.002707,            0.002707
                 223,            0.024487,            0.023385,           0.0018886,             0.85479,             0.74281,             0.79519,             0.48856,            0.032254,            0.032356,           0.0063842,            0.002674,            0.002674,            0.002674
                 224,            0.025003,            0.023554,           0.0019881,              0.8536,             0.74182,             0.79392,             0.48826,            0.032247,            0.032428,            0.006404,            0.002641,            0.002641,            0.002641
                 225,            0.024772,             0.02339,           0.0019545,             0.85375,             0.74076,             0.79478,             0.48837,            0.032254,            0.032456,           0.0063934,            0.002608,            0.002608,            0.002608
                 226,            0.024938,            0.023781,           0.0019475,             0.85074,             0.74106,              0.7934,             0.48836,            0.032252,            0.032456,           0.0063649,            0.002575,            0.002575,            0.002575
                 227,             0.02456,            0.022327,           0.0019204,             0.85477,             0.73988,             0.79329,             0.48843,            0.032249,            0.032484,            0.006363,            0.002542,            0.002542,            0.002542
                 228,            0.025078,            0.023316,           0.0019918,             0.85616,             0.73728,             0.79226,             0.48848,            0.032262,            0.032527,           0.0063634,            0.002509,            0.002509,            0.002509
                 229,            0.024903,            0.023741,           0.0019295,             0.86064,             0.73481,             0.79276,             0.48854,            0.032258,            0.032554,           0.0063757,            0.002476,            0.002476,            0.002476
                 230,            0.024579,            0.022748,           0.0018564,             0.85494,             0.73879,             0.79261,             0.48872,            0.032252,            0.032592,            0.006399,            0.002443,            0.002443,            0.002443
                 231,            0.024865,            0.022857,           0.0019895,              0.8587,             0.73685,             0.79317,             0.48799,            0.032246,            0.032584,           0.0063984,             0.00241,             0.00241,             0.00241
                 232,             0.02453,            0.023205,           0.0019309,             0.85386,             0.73982,             0.79228,             0.48791,             0.03224,            0.032622,           0.0064013,            0.002377,            0.002377,            0.002377
                 233,            0.024834,            0.023536,           0.0019384,             0.85439,             0.73937,             0.79243,             0.48765,            0.032243,             0.03263,           0.0064029,            0.002344,            0.002344,            0.002344
                 234,            0.024541,             0.02296,           0.0018763,             0.85388,              0.7411,             0.79272,             0.48769,            0.032249,            0.032682,           0.0064332,            0.002311,            0.002311,            0.002311
                 235,            0.024487,            0.023075,           0.0019094,             0.85506,             0.73947,             0.79195,             0.48705,            0.032255,            0.032745,           0.0064652,            0.002278,            0.002278,            0.002278
                 236,             0.02462,            0.023409,           0.0018782,             0.85837,             0.73669,             0.79137,             0.48705,             0.03226,            0.032762,           0.0064719,            0.002245,            0.002245,            0.002245
                 237,            0.024681,            0.023403,           0.0018869,             0.85727,             0.73711,             0.79155,             0.48756,            0.032268,            0.032792,           0.0064702,            0.002212,            0.002212,            0.002212
                 238,            0.024478,            0.023379,           0.0018656,             0.85637,             0.73581,             0.79078,             0.48777,            0.032265,            0.032818,           0.0064724,            0.002179,            0.002179,            0.002179
                 239,            0.024144,            0.022574,            0.001814,             0.85346,             0.73581,             0.78994,              0.4874,            0.032276,            0.032872,           0.0064756,            0.002146,            0.002146,            0.002146
                 240,            0.024514,            0.023402,           0.0018601,             0.85711,             0.73524,             0.79033,             0.48744,            0.032283,            0.032872,           0.0064992,            0.002113,            0.002113,            0.002113
                 241,            0.024422,            0.022802,            0.001869,             0.85316,             0.73604,             0.79035,             0.48749,            0.032287,            0.032885,           0.0065202,             0.00208,             0.00208,             0.00208
                 242,            0.024231,            0.022551,           0.0017891,             0.85216,             0.73884,             0.79039,             0.48808,            0.032289,            0.032909,           0.0065436,            0.002047,            0.002047,            0.002047
                 243,            0.024313,            0.022744,           0.0018501,             0.85006,              0.7382,              0.7903,             0.48781,            0.032303,            0.032939,           0.0065474,            0.002014,            0.002014,            0.002014
                 244,            0.024414,            0.023077,           0.0018471,             0.85141,             0.73717,             0.79061,             0.48769,            0.032313,            0.032928,            0.006557,            0.001981,            0.001981,            0.001981
                 245,            0.023927,            0.022165,           0.0018474,             0.84746,              0.7405,             0.79008,             0.48725,            0.032317,             0.03295,            0.006566,            0.001948,            0.001948,            0.001948
                 246,            0.024083,             0.02237,           0.0019432,             0.85145,             0.73786,             0.79049,             0.48727,            0.032318,             0.03297,           0.0065652,            0.001915,            0.001915,            0.001915
                 247,            0.024158,            0.022875,           0.0018806,             0.85099,             0.73937,             0.79036,             0.48774,            0.032321,            0.032978,           0.0065685,            0.001882,            0.001882,            0.001882
                 248,            0.024182,            0.022659,           0.0018443,             0.84988,             0.74057,             0.79055,             0.48777,            0.032319,            0.032979,           0.0065654,            0.001849,            0.001849,            0.001849
                 249,            0.024003,            0.022679,           0.0018161,             0.84818,             0.74146,             0.79071,             0.48778,            0.032313,            0.032984,           0.0065882,            0.001816,            0.001816,            0.001816
                 250,            0.023996,            0.022901,           0.0018694,             0.85063,             0.74029,              0.7909,             0.48784,            0.032316,            0.032997,           0.0065917,            0.001783,            0.001783,            0.001783
                 251,            0.023838,            0.022252,           0.0017284,             0.85261,             0.74105,             0.79203,             0.48781,            0.032317,            0.033008,             0.00659,             0.00175,             0.00175,             0.00175
                 252,            0.024018,            0.022249,           0.0018121,             0.85298,             0.74046,             0.79287,             0.48808,            0.032324,             0.03303,           0.0065722,            0.001717,            0.001717,            0.001717
                 253,             0.02413,            0.022068,           0.0018528,             0.85261,             0.74021,             0.79314,              0.4883,            0.032327,            0.033041,           0.0065736,            0.001684,            0.001684,            0.001684
                 254,            0.023899,            0.022331,           0.0018306,             0.85211,             0.74167,             0.79374,             0.48808,            0.032323,            0.033061,           0.0065751,            0.001651,            0.001651,            0.001651
                 255,            0.023896,            0.022596,           0.0017905,             0.85226,             0.74158,             0.79315,             0.48836,             0.03233,            0.033076,           0.0065765,            0.001618,            0.001618,            0.001618
                 256,             0.02381,            0.022305,           0.0018233,             0.85314,             0.74166,             0.79278,             0.48845,            0.032338,            0.033099,           0.0065835,            0.001585,            0.001585,            0.001585
                 257,            0.023811,            0.022143,           0.0017776,             0.85184,              0.7419,             0.79217,             0.48851,            0.032342,            0.033122,           0.0065955,            0.001552,            0.001552,            0.001552
                 258,             0.02366,            0.022142,           0.0017435,             0.85218,             0.74233,             0.79259,             0.48854,            0.032344,            0.033145,           0.0066129,            0.001519,            0.001519,            0.001519
                 259,             0.02385,            0.022146,           0.0018277,             0.85137,             0.74235,             0.79253,             0.48822,            0.032344,             0.03316,           0.0066286,            0.001486,            0.001486,            0.001486
                 260,            0.023741,             0.02197,           0.0018085,              0.8517,              0.7417,             0.79176,               0.488,            0.032347,            0.033195,           0.0066325,            0.001453,            0.001453,            0.001453
                 261,            0.023823,            0.022167,           0.0017267,             0.84985,             0.74267,             0.79116,             0.48798,            0.032343,            0.033195,           0.0066351,             0.00142,             0.00142,             0.00142
                 262,            0.023807,            0.021897,           0.0018016,              0.8509,             0.74271,             0.79142,             0.48778,            0.032344,            0.033214,           0.0066447,            0.001387,            0.001387,            0.001387
                 263,            0.023584,            0.021658,           0.0018102,             0.85353,              0.7407,             0.79128,             0.48803,            0.032346,            0.033243,           0.0066445,            0.001354,            0.001354,            0.001354
                 264,            0.023778,            0.022041,           0.0017538,             0.85398,             0.74069,             0.79058,             0.48791,            0.032347,            0.033272,           0.0066423,            0.001321,            0.001321,            0.001321
                 265,            0.023456,            0.022016,            0.001739,             0.85309,             0.74048,             0.79067,             0.48812,            0.032345,            0.033272,           0.0066477,            0.001288,            0.001288,            0.001288
                 266,            0.023738,            0.021886,           0.0018324,              0.8526,             0.74138,              0.7908,             0.48823,            0.032346,            0.033292,           0.0066432,            0.001255,            0.001255,            0.001255
                 267,            0.023472,              0.0215,           0.0017605,             0.85363,             0.74065,             0.79077,             0.48814,            0.032348,            0.033319,            0.006654,            0.001222,            0.001222,            0.001222
                 268,            0.023412,            0.021652,            0.001752,             0.85371,              0.7409,             0.79119,              0.4881,            0.032351,            0.033337,           0.0066657,            0.001189,            0.001189,            0.001189
                 269,            0.023325,             0.02189,           0.0017156,             0.85412,             0.74133,             0.79106,             0.48823,            0.032355,            0.033348,           0.0066782,            0.001156,            0.001156,            0.001156
                 270,             0.02356,            0.022032,           0.0017488,             0.85441,             0.74099,             0.79085,             0.48823,            0.032362,            0.033347,           0.0066995,            0.001123,            0.001123,            0.001123
                 271,            0.023474,            0.022002,            0.001748,             0.85454,             0.74047,             0.79061,             0.48784,            0.032365,            0.033358,           0.0067159,             0.00109,             0.00109,             0.00109
                 272,            0.023673,            0.021895,           0.0017517,             0.85362,             0.74074,             0.79074,             0.48802,            0.032369,            0.033363,           0.0067255,            0.001057,            0.001057,            0.001057
